,har,blobs_dim10_n5000_y10,blobs_dim30_n5000_y10,blobs_dim100_n5000_y10,mnist
0,25.06850349122476,10.0,29.0847,39.7198,19.8288
1,8.045857709001698,3.8432,3.2323,3.136,6.0036
2,3.8141158709190415,2.5429,2.0642,2.0422,4.0298
3,2.2336289866012455,2.0782,2.0288,2.0395,2.2832
4,17.639554632949615,10.0,17.8414,16.2132,15.1279
5,19.548405359501793,9.9804,14.1792,10.5119,16.4629
